t,x,tf,ts
0.12244063,0.884,1.0002456,1.000096
0.51411873,0.486,1.1844621,1.089364
0.3062,0.759,1.0001824,1.0003047
0.22074687,0.22,0.99966407,0.99976933
0.576175,0.656,1.0619775,1.0302553
0.912375,0.204,3.4150288,3.0301604
0.4556344,0.387,1.2555848,1.1149248
0.09935625,0.609,1.0001543,1.0001708
0.6958594,0.565,1.4655242,1.2783014
0.46319062,0.362,1.3757877,1.1740015
0.7098625,0.851,1.0463743,1.0237501
0.22785312,0.479,1.00005,1.000164
0.5754375,0.864,1.002615,1.0009305
0.23551562,0.528,1.000108,1.0002164
0.4061719,0.024,3.7721639,2.1066737
0.57565,0.086,3.5112548,2.6532602
0.045390625,0.578,1.000066,1.0001544
0.40616563,0.867,0.9999789,1.000104
0.9302656,0.215,3.3989825,3.0250123
0.8186156,0.341,2.7250843,2.3170347
0.76000935,0.682,1.3173901,1.1886792
0.0631,0.56,1.0001075,1.000175
0.46800625,0.194,2.4613998,1.7622267
0.6836,0.282,2.6692371,2.1835632
0.80429375,0.445,2.233204,1.8812051
0.041940626,0.89,1.000281,0.9999271
0.10197187,0.476,1.0001178,1.0001627
0.32069376,0.405,1.0002267,1.0001721
0.020090625,0.435,1.0000716,1.0001299
0.9303719,0.661,1.753373,1.5229098
0.05666875,0.592,1.0000966,1.000159
0.51138127,0.64,1.020675,1.00983
0.6716313,0.422,1.933217,1.5974652
0.6507781,0.733,1.0755005,1.038194
0.38763124,0.373,1.0701092,1.0272453
0.51403123,0.225,2.4403667,1.8263476
0.021675,0.345,1.0001891,1.0000991
0.7606813,0.93,1.0400598,1.0237198
0.43386874,0.555,1.0086384,1.0042166
0.66029376,0.913,1.009737,1.0047514
0.47128126,0.172,2.6525288,1.8792332
0.1935625,0.132,0.999598,0.9995856
0.7702031,0.769,1.1817806,1.1039332
0.7833875,0.767,1.2040553,1.1184939
0.7958844,0.422,2.3101306,1.9426607
0.8017188,0.214,3.2330606,2.7789383
0.39560625,0.933,0.9999566,1.0001644
0.18251875,0.812,1.0002382,1.0002041
0.00510625,0.556,0.99991894,1.000097
0.8173,0.704,1.3845024,1.2387178
0.88437814,0.781,1.3464307,1.2201867
0.9395813,0.565,2.1036043,1.8087504
0.852125,0.881,1.1475754,1.0906657
0.95795935,0.204,3.4629102,3.104405
0.537575,0.013,3.9178076,2.6839824
0.5737125,0.404,1.6600382,1.3734325
0.23096874,0.02,1.0165455,1.0006925
0.6286125,0.982,1.0016719,1.0008581
0.66737187,0.851,1.0248013,1.0118976
0.8561937,0.294,3.000895,2.5940433
0.50964063,0.754,1.0024004,1.0011224
0.50604373,0.163,2.8550186,2.0785892
0.48898438,0.41,1.307301,1.1472872
0.0999625,0.638,1.0001619,1.0001643
0.39983436,0.528,1.0033195,1.0017588
0.2191875,0.807,1.0002309,1.0002525
0.78746563,0.45,2.1651103,1.8193384
0.054471876,0.684,1.0001191,1.0001035
0.8447594,0.439,2.3652995,2.0071793
0.7239531,0.199,3.1690004,2.6507893
0.297225,0.415,1.0002272,1.0000439
0.53926563,0.185,2.8104181,2.1151052
0.4776375,0.479,1.1123664,1.0514987
0.8842094,0.046,3.8700948,3.368338
0.47854376,0.058,3.5683718,2.3785386
0.3714969,0.365,1.0458832,1.0172749
0.74679375,0.505,1.8201101,1.5379604
0.89957815,0.942,1.1407837,1.095774
0.64119065,0.273,2.5952816,2.0868504
0.48587814,0.775,1.0005473,1.0002968
0.6769406,0.117,3.4766932,2.8374138
0.70721877,0.974,1.0119228,1.0076191
0.6595156,0.679,1.1435488,1.0761375
0.89690626,0.706,1.5472652,1.3627282
0.9497031,0.828,1.367218,1.2429125
0.35886562,0.129,2.3810349,1.4601717
0.82883126,0.914,1.0952263,1.058855
0.6557875,0.46,1.7153895,1.4377406
0.8474125,0.158,3.501102,3.0631294
0.021525,0.843,1.0002012,0.9999192
0.060175,0.99,1.0003453,0.99994135
0.3470625,0.179,1.6910273,1.2118943
0.6211125,0.255,2.6351056,2.0987265
0.66341877,0.527,1.4933618,1.2910916
0.24810313,0.45,0.9999988,1.000123
0.36481562,0.51,1.0006108,1.000478
0.10530312,0.445,1.000104,1.0001466
0.086725,0.817,1.0002195,1.000059
0.48529375,0.737,1.0013068,1.0006917
0.14529063,0.979,1.0002735,1.0001345
0.040146876,0.112,0.99998426,0.999987
0.53225625,0.16,2.9581618,2.2016325
0.9270344,0.969,1.1505904,1.1082269
0.039084375,0.469,1.0000792,1.0001676
0.2480125,0.55,1.0001208,1.0002453
0.35325938,0.795,1.000063,1.0001926
0.1063,0.206,0.99990463,0.99999
0.9082937,0.978,1.1271306,1.091699
0.33145,0.286,1.04762,1.014627
0.026615625,0.022,0.99957585,0.99994147
0.048546877,0.988,1.000356,0.9999124
0.60214376,0.943,1.0013378,1.0004042
0.9594375,0.12,3.701838,3.330182
0.5321937,0.049,3.6882713,2.610537
0.7338375,0.648,1.33835,1.1998396
0.3944,0.155,2.3796253,1.5587859
0.060803127,0.325,1.0001646,1.0001429
0.06665,0.758,1.0001771,1.000066
0.42424375,0.081,3.2673273,2.0429857
0.69290626,0.515,1.6218853,1.383103
0.40536562,0.592,1.0008497,1.0006413
0.32236874,0.456,1.0002139,1.0001845
0.5048625,0.716,1.004325,1.0020905
0.9169656,0.469,2.41822,2.0760546
0.086721875,0.967,1.0003138,1.0000057
0.5635812,0.244,2.5091424,1.9395616
0.57320315,0.739,1.018949,1.0088289
0.89703125,0.695,1.5775108,1.3848884
0.4966969,0.455,1.2066295,1.0984313
0.19154374,0.019,1.0001642,0.99927396
0.4751469,0.723,1.0011489,1.0006536
0.8754187,0.857,1.2050596,1.1278181
0.8775188,0.759,1.379687,1.2419534
0.3516875,0.496,1.0003778,1.0003488
0.52643436,0.778,1.0027046,1.0011846
0.1449875,0.208,0.9997165,0.99981755
0.88194376,0.807,1.2930038,1.1844215
0.26055625,0.808,1.0001907,1.0003046
0.57049376,0.791,1.0079397,1.0034914
0.6879906,0.405,2.0661325,1.703208
0.152125,0.714,1.0002329,1.0001836
0.7844781,0.257,3.0215952,2.5699959
0.57142186,0.993,1.0000043,0.9997369
0.5046531,0.278,2.037472,1.5624926
0.7041563,0.809,1.066738,1.034398
0.85235,0.234,3.2309792,2.813226
0.45870313,0.42,1.1769552,1.0793252
0.85536563,0.766,1.3247087,1.2024413
0.1755125,0.835,1.0002334,1.000193
0.6293656,0.689,1.0916004,1.0465221
0.80354685,0.504,1.9864616,1.6805723
0.11156875,0.438,1.0000908,1.0001314
0.5337844,0.348,1.7649958,1.4193769
0.5863,0.278,2.3838677,1.8739212
0.567925,0.566,1.155235,1.0784007
0.56045,0.985,0.99997103,0.99970484
0.8251156,0.845,1.1562657,1.0926431
0.8720656,0.365,2.7407966,2.3552313
0.15144062,0.514,1.0001452,1.0001305
0.6961219,0.211,3.0588179,2.5264115
0.52466565,0.876,1.000324,0.9999689
0.4771031,0.876,1.0000463,0.9999701
0.4391375,0.548,1.0123186,1.0058577
0.95463127,0.093,3.7694223,3.3796182
0.36258438,0.428,1.0057069,1.0024776
0.026875,0.517,1.0000192,1.0001464
0.5706969,0.6,1.1109481,1.055265
0.0835125,0.621,1.0001444,1.0001627
0.8687594,0.306,2.9756324,2.5761623
0.071946874,0.73,1.0001673,1.0000931
0.33060312,0.659,0.9999547,1.0001233
0.3556969,0.19,1.6813215,1.2210029
0.6909031,0.152,3.332535,2.7485807
0.09635625,0.378,1.0001003,1.0001338
0.7801781,0.9,1.0661699,1.0381722
0.6682625,0.391,2.0673077,1.6951749
0.29782814,0.39,1.0001302,1.0000223
0.52559376,0.263,2.2332382,1.7070837
0.012265625,0.343,1.000197,1.000076
0.52286565,0.246,2.334177,1.7694432
0.6269781,0.507,1.4500797,1.2566892
0.021384375,0.235,1.0002773,1.0000312
0.60040313,0.56,1.2359892,1.1251793
0.7873656,0.673,1.3949082,1.2426106
0.95491874,0.936,1.210336,1.1466827
0.63413125,0.091,3.552786,2.8094342
0.72770935,0.733,1.1706928,1.0948893
0.45175937,0.461,1.0860783,1.0380723
0.045925,0.703,1.0001099,1.0000786
0.871075,0.632,1.704691,1.4761314
0.8554094,0.828,1.218347,1.1336311
0.7622,0.087,3.6815336,3.107964
0.391475,0.523,1.0023589,1.0013107
0.6705469,0.29,2.5906522,2.1081138
0.53379375,0.27,2.2239375,1.7099274
0.7606062,0.538,1.7356683,1.4788485
0.3098781,0.204,1.1356605,1.0322285
0.38184375,0.827,0.9999988,1.0001365
0.34520626,0.768,1.0000602,1.0001948
0.8864625,0.029,3.9182773,3.3880105
0.83178437,0.084,3.7349567,3.23278
0.56775624,0.047,3.7280946,2.732759
0.8964875,0.915,1.1620866,1.1062603
0.5819375,0.478,1.4041765,1.2200704
0.33215624,0.733,1.0000696,1.000204
0.35290313,0.359,1.0220168,1.0080452
0.06424375,0.98,1.0003395,0.9999515
0.83697814,0.368,2.6499639,2.256991
0.002128125,0.398,1.0001035,1.000076
0.7146031,0.647,1.2995621,1.1733123
0.44490936,0.14,2.8066,1.8980415
0.64816564,0.465,1.6698587,1.4045384
0.5495656,0.589,1.0923759,1.0450906
0.92300314,0.307,3.066581,2.6897368
0.1933625,0.817,1.0002377,1.0002183
0.0077125,0.27,1.000297,1.0000213
0.5811469,0.836,1.0050021,1.0020456
0.5507406,0.473,1.3212581,1.16679
0.04308125,0.16,1.0001132,1.0000196
0.01459375,0.272,1.0002801,1.0000396
0.89643127,0.268,3.1694937,2.778813
0.9563969,0.48,2.4650848,2.1290662
0.21115625,0.496,1.0001405,1.0001519
0.9189063,0.306,3.0635452,2.6849532
0.16038124,0.678,1.0002457,1.0001907
0.0157,0.951,1.0003468,0.99983877
0.7162531,0.825,1.0656698,1.0341623
0.6665625,0.921,1.0099132,1.004984
0.5236,0.656,1.0216441,1.0102813
0.4692906,0.68,1.0023677,1.0012816
0.7962375,0.329,2.7268062,2.307285
0.11719687,0.001,0.99934685,0.99985445
0.66340625,0.274,2.6549654,2.1548676
0.51601565,0.597,1.045034,1.0213146
0.7427812,0.587,1.5230137,1.3242774
0.5731813,0.685,1.0404712,1.0194466
0.75504375,0.752,1.1839528,1.104351
0.9408156,0.249,3.2990081,2.9304593
0.07968438,0.95,1.0003123,0.9999909
0.8135344,0.618,1.6076242,1.3950355
0.82850313,0.1,3.6807857,3.191689
0.6032,0.368,1.9478495,1.5764525
0.69878435,0.944,1.0136998,1.0078038
0.8702437,0.327,2.8934076,2.4982476
0.06509375,0.165,1.0000222,1.0000379
0.38729063,0.225,1.6789242,1.2586422
0.33929375,0.448,1.0004735,1.0003412
0.81580627,0.77,1.2499701,1.1499052
0.8635375,0.168,3.483222,3.0604029
0.29745936,0.501,1.0000952,1.0000354
0.9066844,0.24,3.2854114,2.8989277
0.95094377,0.812,1.4016519,1.266526
0.2359875,0.685,1.0002307,1.0002716
0.6241969,0.286,2.4691467,1.9727614
0.44562814,0.32,1.4772878,1.2154458
0.826875,0.037,3.8825395,3.301619
0.058740623,0.435,1.0001252,1.0001822
0.3204969,0.708,1.0000916,1.0002189
0.21194375,0.764,1.0002505,1.0002407
0.72015935,0.928,1.0232432,1.0130434
0.31354374,0.991,1.0001947,1.0002426
0.8371219,0.768,1.2890438,1.1770891
0.7634,0.041,3.8510926,3.1970947
0.52853435,0.514,1.1637046,1.0801388
0.6893625,0.237,2.9144993,2.3961053
0.33073437,0.636,0.999938,1.0001078
0.6242688,0.907,1.0047579,1.0020342
0.60598123,0.359,2.0047474,1.6175158
0.52944064,0.831,1.0010364,1.0003364
0.40972188,0.238,1.753022,1.3140346
0.6677156,0.968,1.0056274,1.0033102
0.09024063,0.52,1.0001314,1.0001805
0.57680935,0.707,1.0321648,1.015326
0.3540781,0.273,1.1678535,1.0553699
0.8422125,0.587,1.7816954,1.52981
0.7537406,0.877,1.0610737,1.0334555
0.238525,0.556,1.0001385,1.0002396
0.754475,0.812,1.1114154,1.0612764
0.7735406,0.494,1.9416847,1.6373738
0.8464875,0.778,1.2865698,1.1763875
0.15183437,0.603,1.0002114,1.0001755
0.950175,0.928,1.213037,1.1468252
0.63091874,0.591,1.2392541,1.129664
0.52273124,0.129,3.1447477,2.3003325
0.62935627,0.181,3.0730135,2.4549203
0.21440938,0.285,0.9997344,0.999882
0.007084375,0.765,1.000047,0.99996376
0.8436281,0.051,3.8436823,3.3080459
0.5299031,0.005,3.9673758,2.6617723
0.40085626,0.02,3.806374,2.083527
0.79228127,0.479,2.0563915,1.7330195
0.5021719,0.018,3.8750384,2.5526848
0.01191875,0.532,0.9999585,1.0001161
0.65931565,0.345,2.2673922,1.8426601
0.64491874,0.976,1.0029205,1.0016432
0.14270937,0.023,0.9994508,0.99972105
0.083403125,0.623,1.0001447,1.000162
0.16959688,0.463,1.0001163,1.0000857
0.38975936,0.13,2.6122017,1.6422949
0.23935625,0.361,0.9998795,1.0000048
0.26270938,0.91,1.0002037,1.0002909
0.43508437,0.583,1.0048475,1.0025153
0.2275125,0.672,1.000246,1.0002549
0.17967813,0.757,1.000253,1.0002041
0.69845,0.611,1.3468357,1.2017076
0.77193123,0.353,2.5578413,2.1447012
0.333775,0.681,0.9999689,1.0001373
0.14087813,0.219,0.9997518,0.9998441
0.8166594,0.42,2.3741894,2.0049453
0.90050936,0.492,2.2875984,1.956636
0.226975,0.468,1.0000333,1.0001521
0.21410625,0.955,1.0002427,1.0002464
0.22552188,0.695,1.0002513,1.0002543
0.9250031,0.985,1.1412565,1.1033523
0.30449688,0.296,1.0031538,1.000811
0.9387562,0.276,3.2032194,2.8330176
0.11246563,0.569,1.000148,1.0001717
0.4533,0.08,3.3498359,2.192687
0.55436563,0.745,1.0111042,1.0051059
0.5558875,0.088,3.4730122,2.581286
0.04850625,0.76,1.0001554,1.0000367
0.5527125,0.043,3.741109,2.6929116
0.05539375,0.843,1.0002352,0.9999846
0.59641874,0.552,1.2440568,1.1293865
0.24555938,0.454,0.99999976,1.0001354
0.049975,0.0,0.9993856,0.9999445
0.0489,0.434,1.0001161,1.0001752
0.30564687,0.368,0.9999815,1.0000138
0.82118124,0.557,1.8327637,1.5648271
0.6864219,0.349,2.334213,1.911324
0.2919375,0.798,1.0001829,1.0003207
0.94560623,0.681,1.726655,1.5045141
0.134425,0.467,1.000086,1.0001097
0.8957656,0.994,1.1111856,1.080966
0.61254686,0.92,1.0028219,1.0011001
0.102615625,0.296,1.0000372,1.0000675
0.53316563,0.208,2.6336575,1.9838547
0.3902844,0.78,0.9999267,1.0001053
0.2736375,0.856,1.0001838,1.0003066
0.6116156,0.085,3.5590882,2.7651205
0.37003437,0.711,0.9998915,1.0001224
0.14880937,0.407,1.0000145,1.0000354
0.4054469,0.239,1.7144183,1.2927194
0.4786156,0.812,1.0001397,1.0000848
0.16294688,0.95,1.0002573,1.0001681
0.025,0.745,1.0000861,1.0000122
0.2856875,0.19,1.035086,1.006362
0.5378375,0.742,1.0074975,1.0034529
0.69443125,0.034,3.8557231,3.0762773
0.49648437,0.612,1.0223734,1.0106041
0.91966563,0.433,2.5679276,2.2122512
0.7461187,0.64,1.3847167,1.2313937
0.25745624,0.318,1.000112,0.99989057
0.28861874,0.527,1.0000434,1.0000685
0.751425,0.266,2.9133916,2.4476757
0.10015938,0.528,1.000133,1.0001745
0.0053875,0.872,1.0002158,0.99986374
0.7163125,0.574,1.49297,1.2997426
0.13901563,0.11,0.9995419,0.9997645
0.69995624,0.83,1.0508988,1.025825
0.74113435,0.719,1.2129618,1.1212684
0.6204,0.208,2.901074,2.307098
0.4906625,0.245,2.191251,1.6392169
0.34294376,0.724,0.999995,1.0001566
0.37144375,0.285,1.2201829,1.0781392
0.3037125,0.693,1.0001509,1.0002661
0.0543125,0.365,1.0001569,1.0001588
0.43988436,0.458,1.0680699,1.0296764
0.41705313,0.111,2.9548316,1.8812709
0.8132219,0.525,1.9309158,1.6392798
0.41699687,0.833,0.9999621,1.0000769
0.09545,0.618,1.0001537,1.000168
0.41606563,0.687,1.0000806,1.0002635
0.54345,0.931,1.0001677,0.99981064
0.87569064,0.752,1.391481,1.2498206
0.55871874,0.215,2.6771011,2.0531108
0.16744062,0.599,1.0002412,1.0001771
0.6426,0.052,3.7507124,2.9301112
0.6935094,0.344,2.3811865,1.9532307
0.7234875,0.345,2.4644885,2.0390863
0.68494374,0.444,1.8794458,1.5631862
0.3811,0.35,1.0887816,1.0334998
0.4355125,0.918,0.99995923,1.0000627
0.67116874,0.974,1.0057347,1.0034827
0.25632188,0.995,1.0002544,1.0002546
0.89965624,0.844,1.2584369,1.1643567
0.77059376,0.008,3.971386,3.2361472
0.55815315,0.368,1.7675961,1.4340314
0.36065313,0.899,1.0000875,1.0002196
0.9088594,0.878,1.2214986,1.1428481
0.55333436,0.837,1.0021518,1.0007806
0.22635312,0.372,0.9998622,1.0000293
0.37322187,0.686,0.9998987,1.0001497
0.4429875,0.087,3.2650251,2.1161566
0.32612813,0.592,0.9999697,1.0001004
0.5088625,0.637,1.0203617,1.0096831
0.7996531,0.55,1.8002146,1.5354002
0.121828124,0.517,1.0001253,1.000153
0.710075,0.437,1.9910896,1.6550696
0.0068625,0.292,1.0002751,1.0000329
0.78068435,0.15,3.4589326,2.9618297
0.6143219,0.871,1.0065787,1.0027865
0.62812185,0.159,3.1901317,2.5439248
0.28172186,0.024,3.3363047,1.2296754
0.4948875,0.359,1.5333624,1.2670187
0.8754375,0.747,1.4021138,1.2571062
0.94482815,0.168,3.5584247,3.1899176
0.485175,0.553,1.0442032,1.020512
0.58565,0.768,1.016198,1.0074304
0.12989375,0.725,1.0002074,1.0001618
0.5417875,0.528,1.1673175,1.0830091
0.08827812,0.786,1.0002033,1.0000802
0.5967219,0.026,3.8599017,2.852181
0.71205,0.294,2.6845193,2.2181227
0.77005,0.304,2.7795327,2.3399205
0.1858375,0.959,1.0002527,1.0002077
0.71115625,0.522,1.650963,1.4072965
0.03656875,0.957,1.0003493,0.9998869
0.03700625,0.872,1.0002578,0.999928
0.90029687,0.125,3.6510642,3.2396822
0.6561969,0.805,1.0361559,1.0174763
0.43950626,0.14,2.7827895,1.8704151
0.89958435,0.902,1.1796976,1.1166745
0.17471562,0.542,1.000217,1.0001498
0.6285156,0.712,1.0704362,1.0352024
0.6712125,0.319,2.4405608,1.98685
0.55013436,0.276,2.2553368,1.7477756
0.5812656,0.291,2.2879777,1.8001052
0.8090531,0.416,2.3716521,1.9999204
0.44674376,0.137,2.8406806,1.9210463
0.49579376,0.934,1.0000362,0.99987936
0.8111906,0.858,1.1264849,1.073915
0.94383126,0.382,2.8188562,2.455884
0.27754375,0.365,1.000217,0.9999273
0.95762813,0.156,3.602914,3.2404656
0.01743125,0.787,1.0001128,0.99996126
0.32001874,0.811,1.0001717,1.0002909
0.3245625,0.707,1.000067,1.0002013
0.071225,0.914,1.0002947,0.9999802
0.4857625,0.363,1.4735882,1.2315264
0.6809594,0.819,1.0443473,1.0220065
0.27340314,0.917,1.0002012,1.0002906
0.45568436,0.255,1.9300023,1.4503703
0.051484376,0.543,1.0000832,1.0001721
0.221575,0.127,0.99961257,0.99970603
0.5116781,0.745,1.0030961,1.0014548
0.43319687,0.912,0.9999628,1.0000654
0.7523438,0.771,1.1544851,1.0864437
0.7415531,0.276,2.84444,2.3788967
0.36948436,0.663,0.99992085,1.0001694
0.26970938,0.677,1.000193,1.000317
0.25881562,0.517,1.0000817,1.0001936
0.239475,0.488,1.0000445,1.0001838
0.7602375,0.108,3.6004148,3.0495539
0.48280936,0.136,2.9812834,2.0987368
0.64352185,0.536,1.4085157,1.2335498
0.61455315,0.954,1.0016271,1.0006299
0.13946563,0.525,1.000139,1.0001432
0.3581875,0.272,1.1939185,1.0649958
0.8369219,0.867,1.1454039,1.0875126
0.16232188,0.728,1.0002445,1.0001904
0.08209062,0.258,1.0000875,1.000091
0.886525,0.963,1.1138154,1.0794764
0.1800375,0.405,1.0000374,1.0000327
0.10785,0.07,0.99951565,0.99990356
0.29211876,0.074,2.3056395,1.1960231
0.196175,0.085,0.99971485,0.9994215
0.31101564,0.577,0.9999912,1.0000818
0.33770937,0.196,1.4411273,1.1274359
0.76799065,0.142,3.4758756,2.9619384
0.92494065,0.904,1.2089838,1.1385126
0.72715,0.174,3.2875152,2.7565866
0.8831781,0.665,1.6321307,1.423414
0.08695625,0.708,1.0001717,1.0001247
0.49696562,0.451,1.217096,1.1036477
0.38282812,0.092,2.9958043,1.7651956
0.122915626,0.233,0.9998622,0.9999374
0.55605936,0.155,3.055285,2.3162951
0.16841875,0.891,1.0002375,1.0001783
0.67074686,0.904,1.0134425,1.00663
0.35084376,0.074,3.039665,1.6324509
0.38316876,0.144,2.412592,1.54245
0.31358126,0.215,1.1226053,1.0305252
0.53673124,0.515,1.1805683,1.0894701
0.52594686,0.181,2.7939725,2.0794125
0.5700469,0.474,1.3790354,1.203049
0.4482375,0.729,1.0002236,1.000268
0.763125,0.835,1.099062,1.0546948
0.95719063,0.119,3.7032068,3.329617
0.55472815,0.127,3.2297208,2.430851
0.33494687,0.26,1.109249,1.0328063
0.49245626,0.945,1.0000224,0.9998859
0.6454312,0.347,2.2101529,1.7904291
0.2886625,0.168,1.1037971,1.0185771
0.20393126,0.565,1.0002427,1.0001844
0.33924374,0.16,1.7940354,1.2294887
0.58976877,0.051,3.7212753,2.790605
0.91031873,0.063,3.830957,3.377685
0.86803126,0.557,1.9554217,1.6713278
0.93612814,0.885,1.2494481,1.164738
0.50177187,0.804,1.0005853,1.0002396
0.5815656,0.259,2.4810214,1.9399825
0.0936,0.3,1.0000751,1.0000954
0.1729375,0.369,0.99996734,0.99998546
0.0905625,0.779,1.0002007,1.000088
0.095615625,0.464,1.0001204,1.000168
0.49105626,0.004,3.9711761,2.518268
0.63242185,0.528,1.400946,1.2270929
0.31639376,0.637,0.99999857,1.0001355
0.27212188,0.875,1.0001879,1.0003021
0.31074375,0.794,1.0001801,1.0003045
0.33744687,0.044,3.389221,1.6393738
0.8842781,0.276,3.1202412,2.7241628
0.0443375,0.119,0.99999,0.9999955
0.34360936,0.711,0.9999683,1.0001419
0.405175,0.4,1.0725918,1.0295131
0.6118125,0.8,1.0176597,1.0080738
0.7899531,0.606,1.5856657,1.3755617
0.81355,0.722,1.3373666,1.2067075
0.6090875,0.227,2.7607863,2.1830277
0.52197814,0.831,1.0007704,1.000235
0.7883313,0.754,1.232376,1.136548
0.2712125,0.063,1.8736181,1.0742596
0.38873437,0.782,0.99993086,1.0001063
0.8950125,0.708,1.5378509,1.3556322
0.4071125,0.664,1.0001063,1.0002873
0.386625,0.222,1.6967432,1.2648842
0.093640625,0.921,1.0002835,1.0000277
0.36955,0.275,1.2487735,1.0873775
0.43210626,0.362,1.2414346,1.103262
0.11894375,0.147,0.99970627,0.99989283
0.3120625,0.324,1.0023776,1.0007205
0.582925,0.986,1.0001565,0.99983734
0.14008437,0.11,0.9995394,0.999759
0.47996563,0.75,1.0007559,1.0004333
0.629675,0.629,1.1678312,1.0885985
0.81368124,0.842,1.1461561,1.085596
0.40238124,0.697,0.99996257,1.0002058
0.11113125,0.561,1.0001448,1.0001714
0.32264063,0.168,1.4987776,1.1259673
0.4816844,0.748,1.0008603,1.0004799
0.19280937,0.855,1.0002316,1.0002176
0.61441565,0.798,1.019112,1.0087843
0.1833375,0.146,0.999573,0.99967295
0.7535156,0.976,1.0250082,1.0166422
0.65384686,0.437,1.8059928,1.4998919
0.86425,0.514,2.1095507,1.7961503
0.045290627,0.366,1.0001595,1.0001504
0.40961564,0.495,1.0120424,1.0055199
0.6212406,0.161,3.165681,2.5141907
0.19950625,0.182,0.9996252,0.9996863
0.95290935,0.747,1.5572145,1.3775816
0.13051875,0.639,1.0001906,1.0001758
0.6437531,0.715,1.0835475,1.0424309
0.13229688,0.705,1.0002074,1.000169
0.9450625,0.212,3.4248059,3.0591218
0.034221876,0.006,0.99946094,0.99994266
0.42370313,0.374,1.1749446,1.073184
0.67570627,0.612,1.2926631,1.1655562
0.9337375,0.898,1.2282423,1.1515738
0.61635315,0.63,1.143642,1.0745054
0.9473125,0.059,3.8527174,3.4258828
0.45113438,0.894,1.0000029,1.000017
0.7165375,0.093,3.6227305,3.0015035
0.11055312,0.602,1.0001589,1.0001726
0.173975,0.93,1.000247,1.0001878
0.86698127,0.229,3.2708514,2.8610902
0.38952813,0.72,0.9998975,1.000143
0.15363437,0.026,0.9995016,0.99965906
0.0515625,0.884,1.0002751,0.999951
0.9278375,0.63,1.8473617,1.5964539
0.154075,0.183,0.9996438,0.99976474
0.21058124,0.853,1.0002266,1.000243
0.4364344,0.661,1.0007825,1.0005822
0.18939063,0.088,0.9996238,0.9994936
0.29808125,0.506,1.0000856,1.000038
0.7219375,0.598,1.4377074,1.2636026
0.32363126,0.402,1.0003636,1.0002289
0.16655937,0.636,1.0002518,1.0001881
0.26245314,0.631,1.0001799,1.0003
0.16138124,0.729,1.0002432,1.0001895
0.3225375,0.873,1.0001683,1.0002823
0.33723125,0.83,1.0001445,1.0002582
0.611925,0.472,1.5226094,1.2989384
0.7484844,0.176,3.3109365,2.800129
0.8425,0.697,1.453882,1.2892655
0.19799063,0.713,1.0002742,1.0002207
0.47684374,0.417,1.243031,1.1131727
0.09127188,0.735,1.0001837,1.0001147
0.8948219,0.675,1.6294322,1.4230713
0.34177813,0.145,1.9988567,1.2939653
0.34520313,0.438,1.00108,1.0005919
0.6571781,0.221,2.9212902,2.3681674
0.41543436,0.543,1.0050559,1.0025735
0.9345313,0.813,1.3705835,1.2429509
0.1555375,0.764,1.0002325,1.0001786
0.6822,0.891,1.0194117,1.0096464
0.90270936,0.412,2.6148515,2.2498565
0.6108,0.791,1.0196064,1.0090314
0.65351564,0.955,1.0047181,1.0025225
0.547325,0.33,1.9224391,1.5258777
0.7137531,0.967,1.0141724,1.0089031
0.44823438,0.486,1.0527922,1.0234549
0.39218438,0.815,0.9999635,1.0001087
0.09633125,0.437,1.0001142,1.0001589
0.81444687,0.362,2.6230354,2.2227383
0.15919375,0.81,1.0002306,1.0001738
0.19926563,0.558,1.0002432,1.0001755
0.78409374,0.493,1.9759283,1.6669725
0.7583719,0.825,1.1032553,1.0568087
0.0510125,0.819,1.0002103,0.9999938
0.14170937,0.184,0.9996841,0.9998071
0.85035,0.852,1.1789316,1.1088718
0.91441876,0.42,2.608386,2.2477853
0.9030344,0.536,2.1227856,1.8166995
0.9380906,0.737,1.5525272,1.3720919
0.24086562,0.309,0.99986994,0.9999324
0.7855875,0.249,3.0585415,2.604897
0.37469688,0.233,1.5169666,1.1852487
0.6020344,0.995,1.0004833,1.0000904
0.42099687,0.365,1.1889353,1.078551
0.49555314,0.334,1.6607596,1.3369826
0.82791877,0.91,1.0973831,1.0598371
0.6052469,0.211,2.8434007,2.2420046
0.30944687,0.637,1.0000384,1.0001622
0.5196375,0.062,3.5912924,2.532011
0.4973781,0.734,1.0022868,1.0011265
0.2513875,0.746,1.0002062,1.000298
0.2945344,0.478,1.0001409,1.0000238
0.015659375,0.85,1.0002006,0.999902
0.45419687,0.025,3.7998521,2.3434496
0.80789065,0.165,3.433062,2.9667172
0.8345938,0.502,2.0790696,1.7633095
0.95220315,0.573,2.1045098,1.8121747
0.14479062,0.451,1.0000696,1.0000838
0.541875,0.242,2.439549,1.8638811
0.0198875,0.319,1.0002227,1.0000808
0.5115,0.297,1.9511359,1.5165814
0.77335,0.794,1.1532027,1.086853
0.2871375,0.3,0.99950445,0.9997488
0.14987813,0.771,1.0002272,1.0001707
0.04099375,0.128,1.000036,0.99999714
0.0136375,0.299,1.0002555,1.0000542
0.07937813,0.829,1.000227,1.0000389
0.48397186,0.092,3.3218253,2.2883558
0.040434375,0.614,1.0000551,1.0001312
0.309,0.727,1.0001633,1.0002804
0.81645626,0.513,1.9864223,1.6839199
