t,x,tf,ts
0.92293435,0.724,1.5548908,1.371767
0.42297813,0.403,1.1104074,1.0462422
0.89065623,0.748,1.4294752,1.2778856
0.6012125,0.723,1.0405188,1.0195199
0.19728437,0.827,1.0002348,1.0002235
0.8361625,0.135,3.5693526,3.1120906
0.38660312,0.802,0.9999589,1.0001134
0.61055,0.974,1.0009782,1.0003463
0.41481876,0.553,1.0038415,1.0020305
0.7968938,0.442,2.2258127,1.8725176
0.86579686,0.246,3.2054558,2.7969284
0.5463625,0.972,0.9999825,0.9997124
0.27813438,0.444,1.0001254,0.999985
0.847025,0.917,1.1092274,1.0689182
0.919825,0.647,1.7730348,1.536551
0.5012531,0.976,0.9999962,0.9998363
0.28320938,0.518,1.00005,1.0000757
0.47100937,0.918,1.0000207,0.9999639
0.10365,0.076,0.99955034,0.99992144
0.593375,0.671,1.0677588,1.0334016
0.6451219,0.166,3.1855655,2.56656
0.2619875,0.431,1.0000336,1.0000261
0.1638125,0.215,0.99968433,0.99978787
0.927225,0.499,2.3242846,1.9957308
0.4762031,0.179,2.6183271,1.8698249
0.8726875,0.452,2.3809166,2.0298476
0.359,0.63,0.9999585,1.0001807
0.39235625,0.253,1.5214574,1.2013301
0.79011875,0.011,3.9621875,3.2662666
0.56220937,0.934,1.0003548,0.99987626
0.6057,0.896,1.0035312,1.0013716
0.087875,0.299,1.0000944,1.0001074
0.36650625,0.243,1.3874118,1.1334685
0.43785,0.205,2.206418,1.5691911
0.6837625,0.288,2.638642,2.1581678
0.92941564,0.678,1.6990976,1.480849
0.10146875,0.653,1.0001669,1.0001607
0.90915936,0.43,2.5564866,2.1984632
0.58860314,0.933,1.0010366,1.0002105
0.54849064,0.865,1.001051,1.0002567
0.6436125,0.077,3.631075,2.8742704
0.22965625,0.063,0.9994538,0.9998101
0.42692187,0.98,0.9998497,1.0001321
0.41261563,0.999,0.99982643,1.0001866
0.600275,0.888,1.0034927,1.0013367
0.12280625,0.87,1.0002391,1.0001004
0.174025,0.004,0.9998119,0.99948275
0.6545156,0.702,1.1088605,1.0565114
0.43295,0.062,3.4612842,2.1540442
0.61717814,0.771,1.0288641,1.0136361
0.88067186,0.215,3.3397918,2.9367146
0.47072187,0.84,1.0000432,1.0000222
0.15430625,0.667,1.0002346,1.0001869
0.21022187,0.245,0.9996846,0.99980456
0.24560313,0.211,0.99961424,0.9998292
0.815225,0.421,2.3660989,1.9974661
0.0086375,0.285,1.00028,1.0000331
0.03474375,0.191,1.0002029,1.0000279
0.77372813,0.126,3.5439534,3.0237105
0.4774625,0.854,1.0000558,0.9999958
0.027528126,0.836,1.0002017,0.99993646
0.03394375,0.634,1.0000391,1.0001111
0.45585626,0.407,1.1997511,1.0893058
0.8216031,0.42,2.3870404,2.0178425
0.14790624,0.667,1.0002238,1.0001837
0.6915875,0.473,1.7787974,1.4927385
0.3614125,0.35,1.042078,1.0153146
0.9185187,0.519,2.225908,1.9080427
0.5049625,0.573,1.0507349,1.02385
0.313125,0.653,1.0000417,1.0001715
0.83912814,0.035,3.8916316,3.3210235
0.145225,0.467,1.0000882,1.0000974
0.16830313,0.044,0.99954724,0.9995799
0.1179375,0.711,1.0001943,1.0001547
0.58991563,0.307,2.2278593,1.7645011
0.65954375,0.05,3.7698562,2.974628
0.15494688,0.893,1.0002403,1.0001546
0.886875,0.805,1.304719,1.1926968
0.05443125,0.81,1.0002049,1.0000069
0.586675,0.398,1.7376416,1.4280467
0.67889065,0.231,2.9206316,2.3909025
0.5831375,0.799,1.0095655,1.00422
0.9567062,0.497,2.4003146,2.070774
0.51526874,0.087,3.4170027,2.4360664
0.3349,0.344,1.0107901,1.0037454
0.7886969,0.844,1.1164981,1.0662982
0.45470938,0.059,3.5256023,2.2688775
0.6501688,0.11,3.4773033,2.7916994
0.62995315,0.294,2.44342,1.9578229
0.18828125,0.202,0.99964905,0.9997666
0.10300312,0.181,0.99987125,0.9999851
0.8254,0.421,2.3925228,2.0239735
0.65630937,0.688,1.1273806,1.0668947
0.17957813,0.812,1.0002377,1.0002003
0.04296875,0.213,1.0001941,1.0000551
0.48875,0.539,1.0594203,1.0275555
0.2512,0.951,1.0002279,1.0002747
0.36004376,0.697,0.999897,1.0001199
0.03413125,0.084,0.9998932,0.99996656
0.85625315,0.665,1.5701365,1.3739558
0.13215625,0.038,0.9994185,0.999779
0.44769374,0.502,1.0394661,1.0176928
0.35017812,0.867,1.0001197,1.0002366
0.02880625,0.307,1.0002227,1.0000927
0.75960624,0.388,2.3629181,1.9721742
0.6234437,0.162,3.16462,2.5169315
0.487025,0.93,1.000032,0.9999105
0.005353125,0.314,1.0002472,1.0000422
0.17901875,0.432,1.0000824,1.0000601
0.0752375,0.42,1.0001323,1.0001781
0.5074594,0.436,1.2912163,1.1428969
0.56784064,0.068,3.6065423,2.6820502
0.16972187,0.668,1.0002604,1.000195
0.7886406,0.716,1.3024793,1.1814857
0.17403124,0.319,0.9998747,0.9999249
0.5976375,0.416,1.6977422,1.4065282
0.943,0.741,1.5523123,1.3726083
0.27690938,0.445,1.0001143,0.99998784
0.12199063,0.465,1.0000923,1.0001271
0.4479375,0.233,2.0449548,1.5011413
0.14493126,0.867,1.0002341,1.0001407
0.6175156,0.342,2.1374292,1.719099
0.14483126,0.454,1.0000732,1.0000864
0.60473126,0.846,1.007716,1.0032954
0.5811812,0.661,1.0631825,1.0309209
0.8856375,0.734,1.4524951,1.2934128
0.25506875,0.542,1.0001103,1.0002346
0.18246563,0.634,1.0002754,1.0001947
0.5732875,0.266,2.4081936,1.8783588
0.81064373,0.585,1.7068555,1.4674791
0.8610625,0.78,1.3076265,1.1917144
0.6566687,0.341,2.2793262,1.8502448
0.316825,0.229,1.0999337,1.0260365
0.6284062,0.686,1.0934176,1.0474825
0.111365624,0.104,0.99961674,0.9999046
0.3470531,0.673,0.99991035,1.0001166
0.8855875,0.777,1.3567079,1.2272632
0.7079375,0.598,1.4029622,1.238947
0.5953625,0.629,1.1122979,1.0567746
0.6870375,0.287,2.65286,2.1725934
0.622625,0.321,2.2693632,1.8197877
0.77716875,0.463,2.0803769,1.7475238
0.28795,0.113,1.512857,1.0775093
0.014465625,0.762,1.0000703,0.99997914
0.3845,0.094,2.9815893,1.7670137
0.8402563,0.874,1.1417208,1.0857855
0.61366564,0.07,3.63948,2.8130906
0.89563125,0.163,3.5307336,3.1292138
0.81228125,0.192,3.3355715,2.8823552
0.6301375,0.019,3.9056625,2.9468117
0.10544375,0.964,1.0002961,1.0000489
0.08885313,0.481,1.0001266,1.0001788
0.87695,0.802,1.293776,1.1843485
0.6179938,0.039,3.8012686,2.8911119
0.053171877,0.873,1.0002642,0.9999608
0.26329687,0.889,1.0001962,1.0002959
0.9057969,0.969,1.1288941,1.0917344
0.62257814,0.561,1.286577,1.1566508
0.20550312,0.764,1.0002539,1.0002326
0.83589685,0.151,3.5139234,3.064175
0.43082187,0.152,2.6319184,1.7701976
0.15445624,0.696,1.0002365,1.0001869
0.13543124,0.15,0.99963975,0.9998088
0.90844065,0.961,1.1361597,1.0958681
0.40260625,0.398,1.0697602,1.0282259
0.8500438,0.746,1.3558679,1.2227623
0.3001375,0.994,1.0002209,1.0002458
0.75433123,0.164,3.369847,2.8572707
0.6656906,0.252,2.778206,2.2585864
0.31025,0.577,0.9999924,1.0000823
0.57640314,0.33,2.0446153,1.6264511
0.0829875,0.011,0.9993527,0.99993837
0.8582406,0.299,2.984401,2.5793118
0.72679377,0.064,3.74769,3.0914083
0.2871375,0.861,1.00018,1.0003078
0.39411563,0.432,1.0260029,1.0108438
0.27935937,0.6,1.0001365,1.0002406
0.5546375,0.28,2.2490752,1.7479908
0.27409062,0.291,0.99959135,0.99974406
0.41624686,0.349,1.2167909,1.0891278
0.7022656,0.685,1.2034757,1.1132114
0.5533594,0.119,3.2772274,2.4582124
0.58799374,0.405,1.7105935,1.4111273
0.77690315,0.064,3.774064,3.1834016
0.3808,0.224,1.6329248,1.2339532
0.7684906,0.149,3.44874,2.9398968
0.11899687,0.56,1.0001471,1.0001678
0.7437031,0.349,2.5015867,2.0815265
0.038134374,0.325,1.000195,1.00012
0.5342938,0.732,1.0080674,1.003748
0.464725,0.985,0.9999367,1.0000008
0.7042937,0.424,2.0310493,1.6832445
0.27077812,0.873,1.0001881,1.0003021
0.9186594,0.087,3.7692413,3.347498
0.45049375,0.194,2.37083,1.6785297
0.119503126,0.864,1.0002372,1.0000962
0.2237375,0.432,0.999977,1.0001093
0.85319376,0.212,3.3148546,2.894248
0.8618125,0.574,1.8776494,1.6081718
0.8834375,0.428,2.5055683,2.1439505
0.24550626,0.436,0.99997807,1.000108
0.9440187,0.906,1.2316387,1.1558065
0.5039281,0.629,1.0204573,1.009726
0.21397187,0.347,0.99984574,0.9999892
0.07085,0.083,0.9997182,0.9999837
0.34675938,0.071,3.054895,1.6158714
0.53064376,0.253,2.320965,1.770317
0.70133436,0.143,3.3889804,2.8078668
0.20526876,0.807,1.0002382,1.0002339
0.63504374,0.649,1.1469527,1.0771091
0.42645937,0.248,1.7964303,1.351866
0.20165,0.474,1.0001358,1.0001214
0.61302185,0.675,1.08591,1.0431802
0.34632814,0.752,1.0000281,1.000175
0.8498312,0.934,1.099259,1.0643686
0.17239687,0.546,1.0002162,1.0001518
0.22610313,0.119,0.9995122,0.99978936
0.35680312,0.649,0.999918,1.0001472
0.9119313,0.097,3.7384803,3.3192673
0.69675,0.743,1.1166202,1.0620453
0.89715314,0.288,3.0955534,2.7064326
0.04420625,0.909,1.000302,0.9999219
0.389375,0.82,0.999974,1.000116
0.9501625,0.844,1.3377796,1.2233607
0.21061562,0.227,0.9996636,0.99976385
0.94075,0.112,3.7127142,3.3244271
0.0078625,0.978,1.0003715,0.99981225
0.7789438,0.869,1.0859375,1.0484672
0.04116875,0.693,1.0000916,1.0000796
0.7683719,0.22,3.153284,2.6783595
0.37550312,0.774,0.99994755,1.0001204
0.76144063,0.289,2.8290033,2.3788738
0.30822188,0.11,1.9831983,1.2023094
0.37981874,0.304,1.196777,1.0723324
0.57955,0.563,1.1839687,1.0945874
0.7414031,0.888,1.0473565,1.0256978
0.35623437,0.078,3.0196178,1.6531885
0.59046876,0.738,1.0273508,1.0129149
0.24060312,0.763,1.0002185,1.0002816
0.106275,0.4,1.0000843,1.0001227
0.6023875,0.418,1.7065382,1.4140139
0.11695,0.039,0.99940705,0.99985623
0.7057313,0.291,2.6828923,2.2121315
0.733325,0.603,1.4521149,1.2747314
0.7709625,0.475,2.012075,1.6914989
0.01124375,0.549,0.9999473,1.0001113
0.13729687,0.782,1.0002186,1.0001523
0.93729377,0.16,3.5756702,3.2011366
0.19399688,0.395,1.0000131,1.0000373
0.40662187,0.378,1.111304,1.0448898
0.33715937,0.082,2.8211448,1.5073384
0.159275,0.383,0.9999809,0.9999995
0.81624687,0.115,3.6212792,3.1333022
0.71713436,0.444,1.9824381,1.6510352
0.7919125,0.891,1.0808214,1.046872
0.5966531,0.006,3.9672232,2.8670251
0.35790938,0.74,0.9999536,1.000133
0.7734375,0.314,2.741471,2.30782
0.3403125,0.296,1.0582814,1.0187397
0.82334375,0.794,1.2227738,1.1332992
0.51114064,0.365,1.5788009,1.2991844
0.81132185,0.41,2.4038393,2.0284686
0.83268124,0.428,2.3811793,2.01677
0.10465938,0.631,1.0001636,1.0001678
0.35096562,0.863,1.0001171,1.0002342
0.9378344,0.126,3.672791,3.2888975
0.0404375,0.979,1.00036,0.9998927
0.591375,0.675,1.0626125,1.0307347
0.77958125,0.358,2.5545502,2.1456323
0.29591876,0.815,1.0001805,1.0003169
0.9509719,0.763,1.5129727,1.3450737
0.20691875,0.655,1.0002785,1.0002208
0.93170315,0.492,2.3621,2.030242
0.38000625,0.112,2.7502396,1.6632034
0.11378125,0.739,1.0001972,1.0001397
0.15580624,0.847,1.0002306,1.0001621
0.62485,0.396,1.8906829,1.5474772
0.573775,0.061,3.652617,2.7192333
0.6111531,0.259,2.580884,2.046352
0.25998437,0.598,1.0001607,1.0002812
0.76668435,0.417,2.2510848,1.8822503
0.92353123,0.142,3.6176233,3.2295628
0.6882625,0.096,3.5843155,2.9300976
0.9258,0.524,2.2242823,1.908426
0.44798124,0.895,0.9999976,1.0000243
0.47833437,0.386,1.3487222,1.1653433
0.18130624,0.849,1.0002327,1.0002005
0.8854188,0.003,3.9913754,3.3984694
0.88888127,0.597,1.8648405,1.6033317
0.31280938,0.693,1.0001097,1.0002308
0.23034687,0.3,0.9997742,0.99991906
0.20578125,0.471,1.000119,1.0001242
0.22337812,0.213,0.99966466,0.99977744
0.30394375,0.527,1.0000565,1.0000545
0.48451874,0.887,1.0000561,0.9999452
0.38874376,0.489,1.0050268,1.0024356
0.27793437,0.774,1.0001861,1.0003225
0.3490625,0.466,1.0006392,1.0004411
0.49895936,0.33,1.698739,1.3602006
0.36853126,0.09,2.9411082,1.6849966
0.38395312,0.789,0.9999478,1.000113
0.31771562,0.818,1.0001742,1.0002952
0.8955563,0.904,1.1726589,1.1119334
0.25939375,0.907,1.0002043,1.0002904
0.7876625,0.345,2.6341083,2.2197762
0.92945,0.378,2.806308,2.4388514
0.53608435,0.878,1.000496,1.000017
0.63746876,0.647,1.1537503,1.081026
0.57998437,0.613,1.1089998,1.054555
0.850375,0.463,2.2794154,1.9351206
0.471775,0.915,1.0000241,0.99996203
0.156625,0.925,1.0002508,1.0001562
0.7996406,0.425,2.307171,1.9415644
0.84961873,0.795,1.2617887,1.1606228
0.29839376,0.891,1.0001822,1.0002952
0.05268125,0.097,0.9998658,0.9999895
0.7448969,0.887,1.049933,1.0272036
0.74052185,0.654,1.3389599,1.200876
0.42890626,0.542,1.0093995,1.004531
0.75229377,0.808,1.1129864,1.0620732
0.10161875,0.102,0.9996512,0.9999413
0.756325,0.452,2.066736,1.729837
0.89190626,0.236,3.2797241,2.8849087
0.87435627,0.379,2.687704,2.3068361
0.39139062,0.258,1.4832853,1.1855972
0.009584375,0.441,1.0000447,1.000108
0.6514937,0.643,1.1839384,1.0989162
0.45541564,0.223,2.1657708,1.5759584
0.013728125,0.065,0.9998627,0.99993455
0.63488436,0.441,1.7234404,1.4366236
0.0356625,0.83,1.000206,0.9999567
0.95170623,0.721,1.6242245,1.4272212
0.16026562,0.187,0.9996388,0.99975777
0.48424688,0.702,1.0026976,1.0013877
0.5932875,0.124,3.3201475,2.5746245
0.740425,0.35,2.4878209,2.068068
0.7395812,0.564,1.587203,1.3682872
0.7372969,0.968,1.0206892,1.0133114
0.6887781,0.216,3.0187273,2.4843917
0.28452814,0.361,1.0001272,0.99993753
0.5302031,0.134,3.1289687,2.3086236
0.23797187,0.309,0.99983764,0.9999349
0.31775624,0.108,2.1773043,1.2726322
0.8393813,0.78,1.2711651,1.1656758
0.7993375,0.467,2.1261485,1.7914418
0.5526281,0.551,1.1499171,1.0746996
0.68191874,0.726,1.1169522,1.0617875
0.41770938,0.512,1.0115453,1.0053837
0.3315,0.946,1.0001518,1.0002478
0.28605312,0.653,1.0001698,1.0002825
0.18580313,0.45,1.0001154,1.0000832
0.36445624,0.471,1.0017911,1.0009651
0.1416875,0.108,0.99953234,0.9997498
0.650525,0.729,1.0785345,1.0398281
0.65285313,0.813,1.0311466,1.0149008
0.41198438,0.395,1.095833,1.0392785
0.14550938,0.993,1.0002759,1.000135
0.25298437,0.478,1.0000365,1.0001523
0.6943125,0.826,1.0493077,1.0248566
0.61455315,0.489,1.4713166,1.267451
0.81060624,0.361,2.6182165,2.2166657
0.454775,0.613,1.005656,1.0028868
0.46914688,0.817,1.000061,1.0000631
0.04969375,0.778,1.0001721,1.0000238
0.22231562,0.789,1.0002338,1.000256
0.9132406,0.072,3.807668,3.367198
0.8438031,0.558,1.8889022,1.6132783
0.5076219,0.416,1.356184,1.1768376
0.5758875,0.313,2.1386697,1.6906486
0.15954375,0.673,1.0002443,1.00019
0.12853125,0.507,1.000119,1.0001419
0.29266876,0.637,1.0001307,1.0002387
0.22919375,0.771,1.0002317,1.0002649
0.7921156,0.697,1.349299,1.2125803
0.4363469,0.227,2.0193374,1.4721936
0.89803123,0.26,3.20141,2.8111327
0.43359375,0.629,1.0015113,1.0009452
0.35149688,0.341,1.0326737,1.0115495
0.6109281,0.631,1.1334906,1.0687249
0.18240938,0.921,1.0002418,1.0002021
0.70733124,0.952,1.0146081,1.0086488
0.12065625,0.416,1.0000606,1.000098
0.6224344,0.341,2.1606705,1.7392023
0.4445375,0.848,0.99999213,1.0000408
0.7942625,0.406,2.376421,1.9982436
0.4761094,0.036,3.7307124,2.4209976
0.55986565,0.918,1.0005,0.99994767
0.04478125,0.102,0.99992394,0.99998635
0.7797094,0.673,1.3785057,1.2308024
0.4435,0.313,1.5011542,1.2256511
0.35552812,0.931,1.0000901,1.0002272
0.7515719,0.062,3.7687387,3.1423144
0.5286437,0.449,1.3224639,1.1634374
0.5737344,0.614,1.0987235,1.0490198
0.9047313,0.996,1.1192133,1.087171
0.1912,0.521,1.0002118,1.0001453
0.422875,0.705,1.0000622,1.0002409
0.18815,0.891,1.0002341,1.0002109
0.85656875,0.663,1.5765829,1.3786944
0.41404375,0.65,1.0002908,1.0003712
0.07966875,0.145,0.9998983,1.0000165
0.63969064,0.086,3.5834126,2.8390586
0.9598625,0.351,2.965508,2.6043568
0.30311874,0.545,1.0000253,1.0000618
0.3974,0.909,0.99997675,1.0001475
0.18533126,0.597,1.0002675,1.0001833
0.60744065,0.394,1.8357029,1.5019393
0.23674062,0.029,1.0471355,1.0013613
0.64430314,0.301,2.451634,1.9758346
0.82909685,0.427,2.376256,2.011241
0.3363844,0.823,1.0001442,1.0002582
0.71660626,0.484,1.8125042,1.524247
0.5680031,0.587,1.1236984,1.0618043
0.1881375,0.007,1.0002074,0.9992887
0.01065625,0.647,0.999948,1.0000659
0.576725,0.285,2.3062508,1.8089689
0.8535563,0.812,1.2400134,1.1470891
0.23257813,0.739,1.0002346,1.0002688
0.23277187,0.101,0.9989207,0.99980915
0.5488375,0.71,1.0169258,1.00795
0.5838031,0.056,3.6892684,2.7618809
0.4663031,0.316,1.6086001,1.2918352
0.49701875,0.106,3.2467017,2.2897992
0.41378438,0.858,0.99997354,1.000085
0.64068127,0.572,1.3043487,1.1691936
0.86131877,0.808,1.2583895,1.1596519
0.8821375,0.632,1.7313945,1.4982579
0.77788126,0.521,1.8479832,1.5666679
0.8004375,0.268,3.0046139,2.5650568
0.145225,0.657,1.0002174,1.0001822
0.66005313,0.599,1.2867489,1.1604917
0.28872812,0.221,1.013256,1.0025634
0.36076564,0.182,1.8085482,1.2707156
0.44499063,0.394,1.1970377,1.0863066
0.2281375,0.665,1.0002434,1.0002549
0.8974062,0.698,1.5700612,1.3794652
0.10520312,0.887,1.0002549,1.0000613
0.21720937,0.377,0.9998925,1.0000339
0.65168124,0.311,2.4213705,1.9576623
0.6132219,0.898,1.0041637,1.00169
0.44231874,0.388,1.203756,1.0888252
0.7478625,0.582,1.551746,1.3449595
0.8145969,0.346,2.6939101,2.2867389
0.6725375,0.764,1.0718346,1.0365356
0.88005936,0.718,1.4803472,1.3124267
0.22441563,0.245,0.9996948,0.99982494
0.045215625,0.854,1.000242,0.999957
0.58931875,0.28,2.3830209,1.8761975
0.3839656,0.726,0.999892,1.000128
0.82430315,0.006,3.9807637,3.3183217
0.15608437,0.939,1.0002558,1.000155
0.9039375,0.844,1.2648547,1.169036
0.64302814,0.826,1.0224136,1.0104744
0.40911874,0.706,0.99997234,1.0002047
0.7722812,0.691,1.3226669,1.1932045
0.6054969,0.486,1.4527671,1.2541054
0.46088436,0.978,0.99993026,1.0000144
0.007428125,0.824,1.0001388,0.99990934
0.280575,0.155,1.0825996,1.012792
0.5588781,0.073,3.5672998,2.6386037
0.030984376,0.642,1.0000315,1.0001018
0.0023625,0.868,1.0002017,0.99986106
0.41307813,0.662,1.0001847,1.0003207
0.43020624,0.265,1.7036448,1.311903
0.39182812,0.32,1.2014875,1.0772011
0.34291562,0.177,1.6631333,1.1975055
0.703575,0.4,2.139751,1.7666645
0.60546565,0.951,1.0012735,1.000404
0.8198781,0.952,1.0660139,1.0433043
0.003559375,0.049,0.99978065,0.99991786
0.6074,0.81,1.0140026,1.0062973
0.25555626,0.232,0.9994242,0.9997345
0.5316031,0.695,1.0140438,1.0066364
0.48847187,0.074,3.4643817,2.3716497
0.95395,0.144,3.6336656,3.2663364
0.35812813,0.963,1.0000594,1.0002241
0.21022187,0.798,1.0002391,1.0002401
0.311325,0.94,1.0001849,1.0002655
0.23470312,0.364,0.99986196,1.0000153
0.2585469,0.889,1.0001991,1.0002935
0.89013124,0.76,1.4013226,1.2582847
0.47735938,0.776,1.0003414,1.0002217
0.89495,0.243,3.2587607,2.8660243
0.34025,0.332,1.0222147,1.0075772
0.8738469,0.972,1.098304,1.0692122
0.006659375,0.785,1.0000741,0.9999443
0.22974688,0.999,1.0002613,1.0002459
0.91755,0.863,1.2553288,1.1650758
0.104190625,0.734,1.0001905,1.0001307
0.09194688,0.825,1.0002234,1.0000637
0.0234625,0.08,0.9999143,0.99995196
0.386675,0.208,1.8116779,1.3102177
0.47419688,0.7,1.0018663,1.0010163
0.6367406,0.494,1.5240092,1.3055546
0.7538813,0.247,3.005968,2.5329137
0.7956344,0.822,1.1475103,1.0849376
0.90739065,0.252,3.243833,2.8580842
0.57056874,0.186,2.8980155,2.2311087
0.897875,0.906,1.1732023,1.1126847
0.49987188,0.959,1.0000107,0.99985117
0.50140935,0.706,1.004672,1.0022757
0.16647813,0.425,1.0000548,1.0000465
0.3883781,0.328,1.1627213,1.0618331
0.62057185,0.833,1.0132697,1.0059471
0.52269685,0.012,3.9210145,2.6332703
0.2901469,0.363,1.0000503,0.999951
0.3968,0.6,1.000422,1.0004385
0.079721875,0.334,1.0001289,1.00014
0.097953126,0.958,1.0002999,1.0000322
0.43623126,0.496,1.0313492,1.0139862
0.43893126,0.332,1.3862907,1.170035
0.5901156,0.067,3.6340058,2.7534106
0.6784812,0.198,3.0873752,2.5308602
0.23479688,0.839,1.0002122,1.0002743
0.13237813,0.177,0.99971044,0.9998448
0.7159031,0.7,1.202004,1.113097
0.2683625,0.583,1.0001426,1.0002549
0.25862187,0.231,0.99920297,0.9996717
0.6230438,0.231,2.7775638,2.2128868
0.58498126,0.558,1.2052182,1.1066419
0.3618844,0.542,1.0002644,1.0003302
0.7728937,0.147,3.461747,2.9557061
0.186075,0.96,1.0002527,1.0002079
0.83483124,0.31,2.8934252,2.4810238
0.88114375,0.15,3.559229,3.143721
0.50765,0.07,3.5219188,2.4625516
0.33756563,0.192,1.4706962,1.1355954
0.20824687,0.929,1.000236,1.0002413
0.4442625,0.974,0.99988866,1.0000739
0.21918125,0.261,0.99969983,0.9998367
0.24642187,0.633,1.0001925,1.000284
0.7623031,0.27,2.9183707,2.4600222
0.25024375,0.679,1.0002048,1.0002968
0.41929686,0.363,1.1880366,1.0778568
0.30394062,0.033,3.3706067,1.4071999
0.36358437,0.72,0.9999076,1.0001185
0.045303125,0.561,1.0000656,1.0001607
0.2264,0.745,1.0002421,1.0002596
0.29720625,0.092,2.0661352,1.1815498
0.26870936,0.459,1.0000508,1.0000407
0.5641375,0.442,1.4688222,1.2541285
0.86105627,0.549,1.9671465,1.6792042
0.0436625,0.99,1.0003605,0.9999001
0.16274062,0.907,1.0002427,1.0001678
0.59883124,0.603,1.1537659,1.079265
0.2575125,0.52,1.0000854,1.000202
0.17166562,0.46,1.0001155,1.0000834
0.57912815,0.922,1.0009439,1.0001494
0.61927813,0.726,1.0523453,1.0256438
0.08495,0.943,1.0003039,1.000004
0.203675,0.237,0.9996846,0.99980074
0.4287,0.325,1.364717,1.1562477
0.6973969,0.159,3.309785,2.7388992
0.003803125,0.493,0.99996364,1.0001013
0.31345624,0.039,3.330861,1.4712653
0.17336562,0.123,0.99953794,0.9996615
0.9264531,0.756,1.4812311,1.3189515
0.44435626,0.14,2.8042073,1.8952318
0.16280313,0.402,1.0000142,1.0000207
0.6602844,0.804,1.0389457,1.018945
0.65353125,0.041,3.8084764,2.9761105
0.15265937,0.045,0.999475,0.99966794
0.14222813,0.028,0.9994452,0.99972326
0.19707812,0.975,1.0002553,1.0002227
0.053971875,0.158,1.0000583,1.0000288
0.43370938,0.983,0.9998543,1.0001153
0.35726562,0.843,1.0000918,1.0002123
0.3024594,0.54,1.0000312,1.0000584
0.8286469,0.437,2.332357,1.9733196
0.5444625,0.051,3.686204,2.6483421
0.72885936,0.996,1.015724,1.0107132
0.40375936,0.882,0.99998045,1.0001174
0.5433,0.174,2.896478,2.181752
0.25677812,0.494,1.000056,1.0001649
0.4173844,0.645,1.0004119,1.0004265
0.3019875,0.004,3.9233043,1.4302433
0.6491875,0.438,1.7856941,1.4841187
0.6837125,0.173,3.2207255,2.6481342
0.9166281,0.857,1.26323,1.1698893
0.1862125,0.644,1.00028,1.0001996
0.6362219,0.32,2.321906,1.8692683
0.17973438,0.725,1.0002631,1.0002049
0.8959625,0.438,2.493899,2.1375265
0.36903125,0.299,1.1610374,1.0570009
0.40973437,0.343,1.2080083,1.0840467
0.0233875,0.943,1.0003393,0.99985975
0.43682188,0.31,1.4795947,1.2119725
0.306125,0.764,1.0001829,1.0003064
0.092378125,0.371,1.0001075,1.0001385
0.3298125,0.572,1.0000169,1.0001277
0.29834062,0.795,1.0001837,1.000318
0.9294438,0.542,2.164709,1.8582788
0.55380315,0.011,3.9332478,2.7383094
0.26044062,0.722,1.0001984,1.000312
0.78554374,0.299,2.8373096,2.401565
0.71059686,0.186,3.2057354,2.6680253
0.6070125,0.074,3.612353,2.7836845
0.48159376,0.709,1.0020847,1.0010959
0.7038562,0.234,2.962245,2.4509985
0.3212375,0.989,1.0001758,1.0002408
0.7002,0.799,1.0704134,1.0363005
0.47588125,0.254,2.05105,1.5395476
0.39531562,0.511,1.0040436,1.0020559
0.7971125,0.657,1.456853,1.2859759
0.37394375,0.002,3.9784405,1.9430397
0.59487814,0.876,1.0036981,1.0014216
0.9489781,0.104,3.7382913,3.3514462
0.37299374,0.12,2.608401,1.585727
0.7680594,0.171,3.359456,2.8627958
0.007659375,0.213,1.0003145,0.99998546
0.82738435,0.006,3.9808767,3.3226595
0.46467188,0.106,3.164698,2.144988
0.7060281,0.473,1.8243747,1.5298535
0.9088906,0.282,3.1368551,2.7528043
0.43014687,0.35,1.2733204,1.1166397
0.804525,0.562,1.7702644,1.5137838
0.7617969,0.297,2.7927322,2.3465958
0.6691281,0.568,1.3863113,1.223269
0.10662813,0.419,1.0000918,1.0001318
0.7491438,0.048,3.8201401,3.1620235
0.76927185,0.814,1.1255976,1.070292
0.27820626,0.715,1.0001943,1.0003241
0.8982594,0.252,3.230908,2.8403807
0.039534375,0.495,1.0000663,1.0001677
0.35508126,0.204,1.5557461,1.1796468
0.58353436,0.043,3.761107,2.7884247
0.34310937,0.648,0.99991477,1.0001159
0.34117812,0.228,1.2703865,1.0812969
0.07193437,0.582,1.0001236,1.0001719
0.55188125,0.891,1.0006895,1.0000608
0.8235375,0.902,1.099609,1.0604038
0.018290626,0.971,1.0003657,0.9998392
0.9439625,0.265,3.2486992,2.881238
0.80509377,0.229,3.177155,2.7294521
0.8741906,0.476,2.2866225,1.9484196
0.5190312,0.608,1.0408276,1.0193526
0.9242719,0.936,1.1731452,1.1186142
0.52287185,0.276,2.1366944,1.6422272
0.4969125,0.045,3.6836185,2.4875188
0.47529376,0.993,0.9999664,0.9999534
0.5496875,0.18,2.87593,2.179268
0.07103125,0.779,1.0001929,1.0000576
0.89800626,0.762,1.4118698,1.2665312
0.94286877,0.738,1.5598447,1.3781203
0.22551875,0.497,1.000088,1.0001763
0.8094062,0.318,2.8053625,2.3858583
0.6382281,0.414,1.8545192,1.5279503
0.5738406,0.741,1.0186547,1.0086823
